Air District,Title,Number,Report Status,Applicant Name,EJ Project,Identifier,Type,Source Category,Technology,Funded Engines,Project Life,Paid In Full,NOx (tons/yr),ROG (tons/yr),PM (tons/yr),Total NOx (tons),Total ROG (tons),Total PM (tons),Contract Execution,Post Inspection,Grant Amount,Funding Source,Funding/Payment/Withhold Year,Sumif=Funding/Payment/Withhold Amount,Payment/Withhold Date,Equipment ID,First Main Engine Fuel,VIN,Make,Model,Latitude/Longitude,HVIP co-funding
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-22,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.1178,0.0067,0.0032,0.9424,0.0536,0.0256,2/11/19,44082,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774457,ELEC,1BABNBUA6KF362062,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-23,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.1177,0.0066,0.0031,0.7062,0.0396,0.0186,2/11/19,43962,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774461,ELEC,1BABNBUA3KF362066,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-26,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.1175,0.0066,0.0033,0.705,0.0396,0.0198,2/11/19,43962,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774465,ELEC,1BABNBUA6KF362059,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-29,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.1175,0.0066,0.0033,0.705,0.0396,0.0198,2/11/19,44082,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774469,ELEC,1BABNBUA8KF362063,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-32,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.1173,0.0065,0.0033,0.7038,0.039,0.0198,2/11/19,44082,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774473,ELEC,1BABNBUA1KF362065,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP8-School-Bus-replacement,20SBP8,Liquidated,Antioch Unified School District,Y,BAA-20SBP8-T-30,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.099,0.0076,0.0036,0.594,0.0456,0.0216,4/23/19,44113,279695,CAP,CAP 1(FY 2017-2018,279695,44322,774345,ELEC,1FDFE4FS6KDC53360,Blue Bird,Micro Bird G5,"38.007516, -121.812597",
Bay Area AQMD,20SBP8-School-Bus-replacement,20SBP8,Liquidated,Antioch Unified School District,Y,BAA-20SBP8-T-31,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,Y,0.0969,0.0073,0.0035,0.5814,0.0438,0.021,4/23/19,44203,273231,CAP,CAP 1(FY 2017-2018,273231,44322,774341,ELEC,1FDFE4FSXKDC30955,Blue Bird,Micro Bird G5,"38.007516, -121.812597",
Bay Area AQMD,20SBP8-School-Bus-replacement,20SBP8,Liquidated,Antioch Unified School District,Y,BAA-20SBP8-T-64,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.1053,0.0086,0.004,0.8424,0.0688,0.032,4/23/19,44035,399968,CAP,CAP 1(FY 2017-2018,399968,44322,774337,ELEC,1BAKFCUA4LF374215,Blue Bird,BBCV 3310S,"38.007516, -121.812597",
Bay Area AQMD,21SBP114-School-Bus-replacement,21SBP114,Liquidated,Santa Clara Unified School District,Y,BAA-21SBP114-1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1734,0.0119,0.0052,1.734,0.119,0.052,6/8/20,44106,351000,CAP,CAP 2(FY 2018-2019,351000,44371,784549,ELEC,1BABNBUA7LF376876,Blue Bird,T3RE 3904S,"37.3578329999999, -121.959441",
Bay Area AQMD,21SBP114-School-Bus-replacement,21SBP114,Liquidated,Santa Clara Unified School District,Y,BAA-21SBP114-2,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1762,0.0137,0.0078,1.762,0.137,0.078,6/8/20,44106,384700,CAP,CAP 2(FY 2018-2019,384700,44371,774405,ELEC,1BABNBUA9LF376877,Blue Bird,T3RE 3904S,"37.3578329999999, -121.959441",
Bay Area AQMD,21SBP114-School-Bus-replacement,21SBP114,Liquidated,Santa Clara Unified School District,Y,BAA-21SBP114-4,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1734,0.0119,0.0052,1.734,0.119,0.052,6/8/20,44106,350400,CAP,CAP 2(FY 2018-2019,350400,44371,774401,ELEC,1BABNBUA0LF376878,Blue Bird,T3RE 3904S,"37.3578329999999, -121.959441",
Bay Area AQMD,21SBP114-School-Bus-replacement,21SBP114,Liquidated,Santa Clara Unified School District,Y,BAA-21SBP114-44,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1711,0.0116,0.0053,1.711,0.116,0.053,6/8/20,44106,345300,CAP,CAP 2(FY 2018-2019,345300,44371,774397,ELEC,1BABNBUA2LF376879,Blue Bird,T3RE 3904S,"37.3578329999999, -121.959441",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V113,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.059,0.004,0.0003,0.59,0.04,0.003,12/11/19,44229,180000,CAP,CAP 2(FY 2018-2019,180000,44327,774497,ELEC,1BAKFCUA4LF374280,Blue Bird,BBCV 3011,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V22,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0867,0.0071,0.0005,0.867,0.071,0.005,12/11/19,44260,270014,CAP,CAP 2(FY 2018-2019,270014,44420,774501,ELEC,1FDFE4FS4KDC55463,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V23,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0863,0.0069,0.0005,0.863,0.069,0.005,12/11/19,44260,270014,CAP,CAP 2(FY 2018-2019,270014,44420,774505,ELEC,1FDFE4FN1MDC09537,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V24,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0863,0.0069,0.0005,0.863,0.069,0.005,12/11/19,44291,270014,CAP,CAP 2(FY 2018-2019,270014,44420,798226,ELEC,1FDFE4FS1KDC60653,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V26,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.0407,0.0022,0,0.3256,0.0176,0,12/11/19,43845,90000,CAP,CAP 2(FY 2018-2019,90000,43937,774361,ELEC,1FDFE4FS5KDC30956,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V28,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.0406,0.0021,0,0.3248,0.0168,0,12/11/19,43845,90000,CAP,CAP 2(FY 2018-2019,90000,43937,774365,ELEC,1FDFE4FS3KDC30957,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V36,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0596,0.0041,0.0003,0.596,0.041,0.003,12/11/19,44113,180000,CAP,CAP 2(FY 2018-2019,180000,44327,774369,ELEC,1BAKFCUA6LF374281,Blue Bird,BBCV 3011,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V37,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0596,0.0041,0.0003,0.596,0.041,0.003,12/11/19,44113,180000,CAP,CAP 2(FY 2018-2019,180000,44327,774373,ELEC,1BAKFCUA8LF374282,Blue Bird,BBCV 3011,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V40,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0594,0.004,0.0003,0.594,0.04,0.003,12/11/19,44113,180000,CAP,CAP 2(FY 2018-2019,180000,44327,774377,ELEC,1BAKFCUAXLF374283,Blue Bird,BBCV,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V41,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0598,0.0042,0.0003,0.598,0.042,0.003,12/11/19,44113,180000,CAP,CAP 2(FY 2018-2019,179793,44420,774381,ELEC,1BAKFCUA9LF374291,Blue Bird,BBCV 3011,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V47,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0895,0.0073,0.0006,0.895,0.073,0.006,12/11/19,44223,277627,CAP,CAP 2(FY 2018-2019,277627,44420,774513,ELEC,1FDFE4FN3MDC09538,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V53,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0863,0.0069,0.0005,0.863,0.069,0.005,12/11/19,44223,270014,CAP,CAP 2(FY 2018-2019,270014,44420,774521,ELEC,1FDFE4FS7KDC52234,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V54,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0867,0.0071,0.0005,0.867,0.071,0.005,12/11/19,44223,270014,CAP,CAP 2(FY 2018-2019,270014,44420,774525,ELEC,1FDFE4FS6KDC52242,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V55,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.0407,0.0022,0,0.3256,0.0176,0,12/11/19,43845,90000,CAP,CAP 2(FY 2018-2019,90000,43937,774385,ELEC,1FDFE4FS5KDC30958,Micro Bird,G5,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V56,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.0406,0.0021,0,0.3248,0.0168,0,12/11/19,43845,90000,CAP,CAP 2(FY 2018-2019,90000,43937,774389,ELEC,1FDFE4FS7KDC30959,Micro Bird,G5 Ford 200,"37.9816229999999, -122.0447",
Bay Area AQMD,21SBP77-School-Bus-replacement,21SBP77,Liquidated,Mt. Diablo Unified School District,Y,BAA-21SBP77-V58,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0594,0.004,0.0003,0.594,0.04,0.003,12/11/19,44113,180000,CAP,CAP 2(FY 2018-2019,179793,44420,774393,ELEC,1BAKFCUA0LF374292,Blue Bird,BBCV,"37.9816229999999, -122.0447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
South Coast AQMD,AB134-Y19-ONRD-Anaheim Transp,19055,Liquidated,Anaheim Transportation Network,Y,201101,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,Y,0.0158,0.001,0,0.1896,0.012,0,9/7/18,43987,18809,CAP,CAP 2(FY 2018-2019,18809,44489,740651,ELEC,4B9KDLA49L2038017,BYD,,"33.814901,-117.906883",
South Coast AQMD,AB134-Y19-ONRD-Anaheim Transp,19055,Liquidated,Anaheim Transportation Network,Y,201102,TV,On-Road Heavy-Duty Vehicles,Replacement,1,12,Y,0.0273,0.0016,0,0.3276,0.0192,0,9/7/18,43987,20574.17,CAP,CAP 2(FY 2018-2019,20574,44489,758190,ELEC,4B9KDLA40L2038018,BYD,K7M-30 ft.,"33.814901,-117.906883",
San Luis Obispo County APCD,AB617-1718-01 PRJUSD EV BUS #9,AB617-1718-01,Liquidated,Paso Robles Joint Unified School Dist.,Y,Bus #9,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1066,0.0137,0.0014,0.533,0.0685,0.007,8/30/18,44099,176550,CAP,CAP 1(FY 2017-2018,176550,44118,730488,ELEC,1G9SM5EH0KP492005,GreenPower,Synapse,"35.651138, -120.695322",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Mojave Desert AQMD,Adelanto Unified Buses,MD0220#14,Liquidated,Adelanto School District,N,1997 Blue Bird #22,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.3031,0.0281,0.0108,3.031,0.281,0.108,5/12/20,44250,308799,CAP,CAP 3(FY 2019-2020,308799,44292,771521,ELEC,1BABNBUAXLF376886,,,"34.572030, -117.477250",
Mojave Desert AQMD,Adelanto Unified Buses,MD0220#14,Liquidated,Adelanto School District,N,1997 Thomas Safe T-Liner Internal ID#21,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.3031,0.0281,0.0108,3.031,0.281,0.108,5/12/20,44035,400000,CAP,CAP 2(FY 2018-2019,400000,44091,771529,ELEC,1BABNBUA7LF373136,,,"34.572030, -117.407250",
Mojave Desert AQMD,Adelanto Unified Buses,MD0220#14,Liquidated,Adelanto School District,N,1997 Thomas Safe-T-Liner Internal ID#13,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2561,0.0214,0.0085,2.561,0.214,0.085,5/12/20,44035,400000,CAP,CAP 2(FY 2018-2019,400000,44091,771525,ELEC,1BABNBUA5LF373135,,,"34.572030,-117.407250",
Antelope Valley AQMD,AVSTA School Bus Replacement,AV1218#7,Liquidated,Antelope Valley Schools Transportation,Y,Ford E450 #24-98,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1903,0.0216,0.0096,0.9515,0.108,0.048,4/18/19,43945,153118.5,CAP,CAP 1(FY 2017-2018,153118.5,43978,772681,ELEC,1BAKGCUA8KF368251,Blue Bird,BBCV 3310,"34.718581, -118.111624; 34.706893, -118.068707",
Antelope Valley AQMD,AVSTA School Bus Replacement,AV1218#7,Liquidated,Antelope Valley Schools Transportation,Y,Ford E450 #27-98,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1854,0.0208,0.0093,0.927,0.104,0.0465,4/18/19,43945,153118.5,CAP,CAP 1(FY 2017-2018,153118.5,43978,772675,ELEC,1BAKGCUA8KF368252,Blue Bird,BBCV 3310,"34.718581, -118.111624; 34.706893, -118.068707",
Antelope Valley AQMD,AVSTA School Bus Replacement,AV1218#7,Liquidated,Antelope Valley Schools Transportation,Y,IHC Ward #09-90,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.2251,0.0437,0.0251,1.1255,0.2185,0.1255,4/18/19,43945,162513,CAP,CAP 1(FY 2017-2018,162513,43978,772693,ELEC,1BABNBUA8KF363620,Blue Bird,T3RE 3904,"34.718581, -118.111624; 34.706893, -118.068707",
Mojave Desert AQMD,AVUSD EV Buses,MD0618#04-AVUSD,Liquidated,Apple Valley Unified School District,N,1998 Blue Bird School Bus LP: E998848,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0394,0.0017,0.001,0.394,0.017,0.01,6/10/19,43964,159056.77,CAP,CAP 1(FY 2017-2018,159056.77,43937,771505,ELEC,1BABNBUA6KF363616,,,"34.473630,-117.160050",
Mojave Desert AQMD,AVUSD EV Buses,MD0618#04-AVUSD,Liquidated,Apple Valley Unified School District,N,1998 Blue Bird School Bus LP:E998847,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0595,0.0028,0.0016,0.595,0.028,0.016,6/10/19,43964,159056.77,CAP,CAP 2(FY 2018-2019,159056.77,43937,771501,ELEC,1BABNBUA4KF363615,,,"34.473630,-117.160050",
Butte County AQMD,CAP1-19-01 Thermalito UESD,CAP1-19-01 Thermalito UESD,Liquidated,Thermalito Union Elementary School Dist.,N,CAP Moyer Thermalito Bus,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1231,0.0117,0.0008,1.231,0.117,0.008,10/18/19,44592,393540.75,CAP,CAP 1(FY 2017-2018,393540.75,44623,783579,ELEC,1G9SP5GH7MP492011,Greenpower,BEAST 90,"39.5086, -121.5899",
Butte County AQMD,CAP2-20-05 CUSD Bus Replacemen,CAP2-20-05,Liquidated,Chico Unified School District,N,CAP2-20-05 CUSD School Bus replacement,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.3558,0.0336,0.0027,3.558,0.336,0.027,8/27/20,44477,400000,CAP,CAP 2(FY 2018-2019,400000,44483,758980,ELEC,1BAKGCUA3MF381073,Blue Bird,BBCV 3310,"39.717808, -121.804838",
Imperial County APCD,CUSD Electric School Bus,CAP1-01,Liquidated,Calexico Unified School District,Y,CAP1-02,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0901,0.0071,0.0005,0.901,0.071,0.005,9/17/19,44020,281962.2,CAP,CAP 1(FY 2017-2018,281962,44106,771731,ELEC,1BAKFCUA2LF373919,Blue Bird,BBCV 3011,"32.669301, -115.489206",
San Diego County APCD,CVUSD - ERP 21 - AB617,CVUSD - ERP 21 - AB617,Liquidated,Cajon Valley Union School District,Y,APCD2019-OVEH-0052 AB617 School Bus,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.164,0.0185,0.0012,1.64,0.185,0.012,9/9/20,44624,356640,CAP,CAP 2(FY 2018-2019,356640,44699,783631,ELEC,2A9CP2743MJ198059,Lion,C,"32.80085, -116.96645",
San Diego County APCD,CVUSD - ERP 21 - AB617,CVUSD - ERP 21 - AB617,Liquidated,Cajon Valley Union School District,Y,APCD2019-OVEH-0065 AB 617 School Bus,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1618,0.0174,0.0012,1.618,0.174,0.012,9/9/20,44624,356640,CAP,CAP 2(FY 2018-2019,356640,44699,783633,ELEC,2A9CP2743MJ198021,Lion,C,"32.80085, -116.96645",
San Joaquin Valley APCD,Fowler Unified School District,G-70573,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2405,0.0181,0.0012,2.405,0.181,0.012,5/16/19,44399,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785971,ELEC,1BABNBUA7MF381593,,,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-70569,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2041,0.0155,0.001,2.041,0.155,0.01,5/16/19,44399,400000,CAP,CAP 1(FY 2017-2018,400000,44518,786156,ELEC,1BABNBUA5MF381575,,,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-70564,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2046,0.0158,0.001,2.046,0.158,0.01,5/16/19,44467,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785943,ELEC,1BABNBUA2MF381579,,,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-70561,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2065,0.017,0.0014,2.065,0.17,0.014,5/16/19,44399,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785929,ELEC,1BABNBUA0MF381578,Bird,T3RE 3940,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-70528,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2073,0.0175,0.0015,2.073,0.175,0.015,5/16/19,44399,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785921,ELEC,,Blue Bird,T3RE,"36.62408500, -119.67223000",
San Joaquin Valley APCD,Fowler Unified School District,G-70523,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2081,0.0154,0.001,2.081,0.154,0.01,5/16/19,44209,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785893,ELEC,,Blue Bird,T3RE,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-70526,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2073,0.0175,0.0015,2.073,0.175,0.015,5/16/19,44399,400000,CAP,CAP 1(FY 2017-2018,400000,44518,785901,ELEC,1BABNBUA9MF381577,,,"36.63274100, -119.67201000",
San Joaquin Valley APCD,Fowler Unified School District,G-67653,Liquidated,Fowler Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.3322,0.0308,0.0018,3.322,0.308,0.018,12/5/18,43759,400000,CAP,CAP 1(FY 2017-2018,400000,43747,682709,ELEC,1BABNBUA4JF360535,Blue Bird,T3RE3904,"36.62408500, -119.67223000",
Mojave Desert AQMD,Lucerne Valley USD-EV Bus,MD0418#05,Liquidated,Lucerne Valley Unified School District,Y,1993 Blue Bird Diesel Bus,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0618,0.0029,0.0016,0.618,0.029,0.016,6/12/19,43910,212791.25,CAP,CAP 2(FY 2018-2019,212791.25,43957,788882,ELEC,1BABNBUA8KF363617,,,"34.443940, -116.938040",
Ventura County APCD,Moorpark Unified,21-071,Liquidated,Moorpark Unified School District,Y,Bus #17,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0716,0.0056,0.0008,0.716,0.056,0.008,7/7/20,44629,361087,CAP,CAP 2(FY 2018-2019,244494.38,44643,800159,ELEC,4DREBE2N9NB201988,International Navistar,CE2608,"34.2828,-118.8973",
Ventura County APCD,Ocean View School District,21-072,Liquidated,Ocean View School District,N,Bus #4,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1381,0.0117,0.0017,1.381,0.117,0.017,6/30/20,44509,400000,CAP,CAP 2(FY 2018-2019,399996,44537,785834,ELEC,1BABNBUA6MF381858,Bluebird,T3RE,"34.1613, -119.1468",
San Joaquin Valley APCD,Sanger Unified School District,G-70876,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2065,0.0153,0.0009,2.065,0.153,0.009,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,400000,44545,786146,ELEC,1BAKFCUA1KF368886,,,"36.68093100, -119.55264800",
San Joaquin Valley APCD,Sanger Unified School District,G-70868,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2303,0.03,0.0019,2.303,0.3,0.019,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,400000,44545,785993,ELEC,1BAKFCUAXKF368885,,,"36.68093100, -119.55264800",
San Joaquin Valley APCD,Sanger Unified School District,G-70875,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1686,0.017,0.0011,1.686,0.17,0.011,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,399092.77,44284,773988,ELEC,1BAKGCUA9LF368861,Blue Bird,Vision BBCV,"36.68093100, -119.55264700",
San Joaquin Valley APCD,Sanger Unified School District,G-70874,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.138,0.0126,0.0008,1.38,0.126,0.008,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,400000,44284,773984,ELEC,,,,"36.68093100, -119.55264800",
San Joaquin Valley APCD,Sanger Unified School District,G-70866,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2373,0.021,0.0017,2.373,0.21,0.017,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,400000,44284,773974,ELEC,1BABNBUA1KF363619,,,"36.68093100, -119.55264700",
San Joaquin Valley APCD,Sanger Unified School District,G-70869,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1664,0.0189,0.0013,1.664,0.189,0.013,5/16/19,44186,399867.99,CAP,CAP 1(FY 2017-2018,399867.99,44545,786116,BELEC,,,,"36.68093100, -119.55264800",
San Joaquin Valley APCD,Sanger Unified School District,G-70864,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.3166,0.0299,0.0024,3.166,0.299,0.024,5/16/19,44186,400000,CAP,CAP 1(FY 2017-2018,400000,44284,773966,ELEC,,,,"36.68093100, -119.55264700",
San Joaquin Valley APCD,Sanger Unified School District,G-70878,Liquidated,Sanger Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1447,0.0137,0.0009,1.447,0.137,0.009,5/16/19,44186,399278.5,CAP,CAP 1(FY 2017-2018,399278.5,44545,786170,ELEC,1BAKGCU48KF368865,,,"36.68093100, -119.55264800",
Santa Barbara County APCD,School Bus: SMJUHSD,AP181919 SMJUHSD,Liquidated,Jerry Sitton,N,SMJUHSD Electric School Bus,SB,On-Road Heavy-Duty Vehicles,Replacement,1,3,Y,0.1786,0.0208,0.0024,0.5358,0.0624,0.0072,4/17/19,44505,150000,CAP,CAP 1(FY 2017-2018,150000,44592,775456,ELEC,1G9SP5GH4MP492001,GreenPower,Beast 90,"34.941925, -120.437204",
